year	congress	party	district	statenam	name	ngirls	nboys	totchi	anygirls	propgirls	rgroup	statabb	statalph	region	repub	srvlng	female	white	bday	age	demvote	medinc	perf	perw	perhs	percol	perur	alabort	moreserv	moredef	morecrimesp	protgay	dr1per	dr2per	dr3per	dr4per	dr5per	aauw	rtl	nowtot	now1	now2	now3	now4	now5	now6	now7	now8	now9	now10	now11	now12	now13	now14	now15	now16	now17	now18	now19	now20
"2003-2004"	108.0	2.0	3.0	"KENTUCK"	"NORTHUP, ANNE MEAGHER"	2	4	6.0	1.0	0.33333334	2.0	"KY"	18.0	"6"	1.0	7.0	0.0	1.0	1948-01-22	54.0	0.5132653	23567	0.5345365	0.7695038	0.82091075	0.2531555	0.982935	0.2		0.0	0.8125	0.6	0.61	0.14	0.01	0.05	0.19	0	100																					
"2003-2004"	108.0	2.0	9.0	"GEORGIA"	"NORWOOD, CHARLES"	0	2	2.0	0.0	0.0	1.0	"GA"	11.0	"5"	1.0	9.0	0.0	1.0	1941-07-27	61.0	0.32313967	22449	0.51900995	0.82511634	0.754245	0.18508972	0.34058213	0.34615386	0.44727272	0.2524272	0.62702703	0.6315789	0.69	0.08	0.02	0.05	0.16	0	90																					
"2003-2004"	108.0	2.0	21.0	"CALIFOR"	"NUNES, DEVIN"	0	0	0.0	0.0	0.0	2.0	"CA"	5.0	"9"	1.0	1.0	0.0	0.0	1973-10-01	29.0	0.37757203	18351	0.51335543	0.6047096	0.6780186	0.14953798	0.7990715	0.56766915	0.37880987	0.23116884	0.63414633	0.67287785	0.33	0.32	0.02	0.08	0.25	0	100																					
"2003-2004"	108.0	2.0	1.0	"IOWA"	"NUSSLE, JIM"	1	1	2.0	1.0	0.5	1.0	"IA"	16.0	"4"	1.0	13.0	0.0	1.0	1960-06-27	42.0	0.53814435	20623	0.51994866	0.9322674	0.85557437	0.19977622	0.66304404	0.375	0.32	0.17948718	0.52272725	0.65217394	0.52	0.23	0.0	0.06	0.18	0	100																					
"2003-2004"	108.0	1.0	8.0	"MINNESO"	"OBERSTAR, JAMES L."	4	2	6.0	1.0	0.6666667	2.0	"MN"	24.0	"4"	0.0	29.0	0.0	1.0	1934-09-10	68.0	0.5296017	20816	0.5068278	0.95113903	0.85171294	0.176837	0.37351885	0.3605442	0.30081302	0.18466899	0.52459013	0.60897434	0.51	0.25	0.01	0.03	0.2	62	90																					
"2003-2004"	108.0	1.0	7.0	"WISCONS"	"OBEY, DAVID R."	0	2	2.0	0.0	0.0	2.0	"WI"	50.0	"3"	0.0	35.0	0.0	1.0	1938-10-03	64.0	0.503	21342	0.5092078	0.95673835	0.83797425	0.16613029	0.42004707	0.37906137	0.27542374	0.15969582	0.47517732	0.7092199	0.5	0.28	0.0	0.02	0.2	100	27																					
"2003-2004"	108.0	1.0	1.0	"MASSACH"	"OLVER, JOHN W."	1	0	1.0	1.0	1.0	0.0	"MA"	22.0	"1"	0.0	13.0	0.0	1.0	1936-09-03	66.0	0.62946427	24004	0.5248655	0.91428626	0.84382725	0.2535393	0.692982	0.58878505	0.40677965	0.17073171	0.6711111	0.7659575	0.24	0.44	0.01	0.08	0.23	88	0																					
"2003-2004"	108.0	1.0	27.0	"TEXAS"	"ORTIZ, SOLOMON"	1	1	2.0	1.0	0.5	1.0	"TX"	44.0	"7"	0.0	21.0	0.0	0.0	1938-06-03	64.0	0.513	16430	0.5280815	0.76014715	0.6409074	0.15791109	0.8856627	0.36551723	0.32517484	0.2549923	0.58533335	0.5652174	0.52	0.28	0.01	0.03	0.15	62	89																					
"2003-2004"	108.0	2.0	3.0	"NEBRASK"	"OSBORNE, TOM"	2	1	3.0	1.0	0.6666667	1.0	"NE"	28.0	"4"	1.0	3.0	0.0	1.0	1937-02-23	65.0	0.26299375	18284	0.5161328	0.9444203	0.84698063	0.17141147	0.46138516	0.35135135	0.23188406	0.12328767	0.7	0.4117647	0.53	0.27	0.01	0.02	0.16	12	100																					
"2003-2004"	108.0	2.0	3.0	"CALIFOR"	"OSE, DOUGLAS A."	2	0	2.0	1.0	1.0	1.0	"CA"	5.0	"9"	1.0	5.0	0.0	1.0	1955-06-27	47.0	0.42931393	28918	0.51086295	0.79120356	0.882723	0.2698469	0.86435324	0.56766915	0.37880987	0.23116884	0.63414633	0.67287785	0.33	0.32	0.02	0.08	0.25	38	36																					
"2003-2004"	108.0	2.0	1.0	"IDAHO"	"OTTER, C.L. (BUTCH)"	3	1	4.0	1.0	0.75	2.0	"ID"	13.0	"8"	1.0	3.0	0.0	1.0	1942-05-03	60.0	0.29171038	20383	0.504435	0.91417766	0.84291595	0.20303589	0.6583272						0.43	0.15	0.15	0.02	0.25	0	100																					
"2003-2004"	108.0	1.0	11.0	"NEW YOR"	"OWENS, MAJOR ROBERT ODELL"	1	4	5.0	1.0	0.2	1.0	"NY"	33.0	"2"	0.0	21.0	0.0	0.0	1936-06-28	66.0	0.90570176	25202	0.56662184	0.249588	0.7221196	0.2497616	1.0	0.56880736	0.4726477	0.17092338	0.588551	0.7051282	0.3	0.38	0.0	0.12	0.19	100	0																					
"2003-2004"	108.0	2.0	4.0	"OHIO"	"OXLEY, MICHAEL G."	0	1	1.0	0.0	0.0	1.0	"OH"	36.0	"3"	1.0	23.0	0.0	1.0	1944-02-11	58.0	0.35847107	22427	0.50841415	0.9235254	0.82357115	0.13147601	0.5861305	0.38059703	0.36507937	0.19574468	0.5441176	0.59006214	0.54	0.19	0.01	0.06	0.2	0	100																					
"2003-2004"	108.0	2.0	6.0	"NEW JER"	"PALLONE, FRANK, JR."	2	1	3.0	1.0	0.6666667	2.0	"NJ"	31.0	"2"	1.0	15.0	0.0	1.0	1951-10-30	51.0	0.63958335	29488	0.52249926	0.67467445	0.83350754	0.29688978	0.99745643	0.5555556	0.37719297	0.16475096	0.5729927	0.70714283	0.31	0.37	0.02	0.09	0.2	100	0																					
"2003-2004"	108.0	1.0	8.0	"NEW JER"	"PASCRELL, WILLIAM J."	0	3	3.0	0.0	0.0	2.0	"NJ"	31.0	"2"	0.0	7.0	0.0	1.0	1937-01-27	65.0	0.623323	28076	0.5305857	0.6344351	0.76799953	0.28017643	1.0	0.5555556	0.37719297	0.16475096	0.5729927	0.70714283	0.31	0.37	0.02	0.09	0.2	88	27																					
"2003-2004"	108.0	1.0	4.0	"ARIZONA"	"PASTOR, ED"	2	0	2.0	1.0	1.0	2.0	"AZ"	3.0	"8"	0.0	11.0	0.0	1.0	1943-06-28	59.0	0.6446962	18083	0.4779207	0.54185957	0.59058344	0.10246724	0.9954835	0.51141554	0.23188406	0.2767857	0.6869565	0.664	0.36	0.29	0.06	0.06	0.22	88	0																					
"2003-2004"	108.0	2.0	14.0	"TEXAS"	"PAUL, RON E."	3	2	5.0	1.0	0.6	1.0	"TX"	44.0	"7"	1.0	7.0	0.0	1.0	1935-08-20	67.0	0.344	20025	0.50960654	0.7528171	0.7289338	0.14975832	0.7109891	0.36551723	0.32517484	0.2549923	0.58533335	0.5652174	0.52	0.28	0.01	0.03	0.15	25	73																					
"2003-2004"	108.0	1.0	10.0	"NEW JER"	"PAYNE, DONALD M."	2	1	3.0	1.0	0.6666667	1.0	"NJ"	31.0	"2"	0.0	15.0	0.0	0.0	1934-07-16	68.0	0.84130216	25365	0.5461306	0.28445286	0.72741616	0.18331595	1.0	0.5555556	0.37719297	0.16475096	0.5729927	0.70714283	0.31	0.37	0.02	0.09	0.2	75	0																					
"2003-2004"	108.0	2.0	2.0	"NEW MEX"	"PEARCE, STEVAN"	1	0	1.0	1.0	1.0	1.0	"NM"	32.0	"8"	1.0	1.0	0.0	1.0	1947-08-24	55.0	0.44421488	16424	0.5137516	0.68914884	0.7314373	0.16893718	0.71015495	0.43835616	0.43939394	0.09589041	0.2	0.5625	0.32	0.4	0.03	0.03	0.21	0	100																					
"2003-2004"	108.0	1.0	8.0	"CALIFOR"	"PELOSI, NANCY"	4	1	5.0	1.0	0.8	2.0	"CA"	5.0	"9"	0.0	17.0	1.0	1.0	1940-03-26	62.0	0.8389554	31007	0.48700297	0.49331677	0.79834366	0.44033614	1.0	0.56766915	0.37880987	0.23116884	0.63414633	0.67287785	0.33	0.32	0.02	0.08	0.25	100	0																					
"2003-2004"	108.0	2.0	6.0	"INDIANA"	"PENCE, MICHAEL"	2	1	3.0	1.0	0.6666667	1.0	"IN"	15.0	"3"	1.0	3.0	0.0	1.0	1959-06-07	43.0	0.4030612	21900	0.51961917	0.94074154	0.80612046	0.1473115	0.5929295	0.24340177	0.26408452	0.25236592	0.53846157	0.5257143	0.55	0.2	0.01	0.05	0.19	0	91																					
"2003-2004"	108.0	1.0	7.0	"MINNESO"	"PETERSON, COLLIN C."	0	3	3.0	0.0	0.0	1.0	"MN"	24.0	"4"	0.0	13.0	0.0	1.0	1944-06-29	58.0	0.42735043	19482	0.5095245	0.94327044	0.8213468	0.16364153	0.34015793	0.3605442	0.30081302	0.18466899	0.52459013	0.60897434	0.51	0.25	0.01	0.03	0.2	62	100																					
"2003-2004"	108.0	2.0	5.0	"PENNSYL"	"PETERSON, JOHN E."	0	1	1.0	0.0	0.0	1.0	"PA"	39.0	"2"	1.0	7.0	0.0	1.0	1938-12-25	64.0	0.3926002	18533	0.51094455	0.9644086	0.82119495	0.16998649	0.4602445	0.42366412	0.41968912	0.17213115	0.47565544	0.6730769	0.48	0.27	0.01	0.06	0.18	0	100																					
"2003-2004"	108.0	2.0	6.0	"WISCONS"	"PETRI, THOMAS EVERT"	1	0	1.0	1.0	1.0	1.0	"WI"	50.0	"3"	1.0	25.0	0.0	1.0	1940-05-28	62.0	0.442	23678	0.5024075	0.952986	0.8403682	0.17143834	0.6065442	0.37906137	0.27542374	0.15969582	0.47517732	0.7092199	0.5	0.28	0.0	0.02	0.2	0	100																					
"2003-2004"	108.0	2.0	3.0	"MISSISS"	"PICKERING, CHARLES W., JR."	0	5	5.0	0.0	0.0	1.0	"MS"	25.0	"6"	1.0	7.0	0.0	1.0	1963-08-10	39.0	0.35050505	20354	0.52925795	0.64226484	0.74794716	0.20189701	0.40340647						0.8	0.05	0.01	0.02	0.12	0	100																					
"2003-2004"	108.0	2.0	16.0	"PENNSYL"	"PITTS, JOSEPH R."	2	1	3.0	1.0	0.6666667	1.0	"PA"	39.0	"2"	1.0	7.0	0.0	1.0	1939-10-10	63.0	0.3637295	23893	0.5206088	0.8774006	0.7763514	0.2295912	0.7603858	0.42366412	0.41968912	0.17213115	0.47565544	0.6730769	0.48	0.27	0.01	0.06	0.18	0	100																					
"2003-2004"	108.0	2.0	19.0	"PENNSYL"	"PLATTS, TODD"	1	1	2.0	1.0	0.5	1.0	"PA"	39.0	"2"	1.0	3.0	0.0	1.0	1962-03-05	40.0	0.36896196	24671	0.517423	0.93404657	0.82357115	0.21284959	0.714461	0.42366412	0.41968912	0.17213115	0.47565544	0.6730769	0.48	0.27	0.01	0.06	0.18	38	91																					
"2003-2004"	108.0	2.0	11.0	"CALIFOR"	"POMBO, RICHARD W."	2	1	3.0	1.0	0.6666667	2.0	"CA"	5.0	"9"	1.0	11.0	0.0	1.0	1961-01-08	42.0	0.4579918	31926	0.5135715	0.7198827	0.8383887	0.29093602	0.90146255	0.56766915	0.37880987	0.23116884	0.63414633	0.67287785	0.33	0.32	0.02	0.08	0.25	0	100																					
"2003-2004"	108.0	1.0	1.0	"NORTH D"	"POMEROY, EARL R."	1	1	2.0	1.0	0.5	1.0	"ND"	35.0	"4"	0.0	11.0	0.0	1.0	1952-09-02	50.0	0.35106382	18550	0.5058768	0.92461073	0.8385746	0.21988815	0.55807227						0.55	0.3	0.02	0.03	0.09	88	64																					
"2003-2004"	108.0	2.0	3.0	"NEVADA"	"PORTER, JON C."	1	1	2.0	1.0	0.5	2.0	"NV"	29.0	"8"	1.0	1.0	0.0	1.0	1955-05-16	47.0	0.5025747	26943	0.5047302	0.7778401	0.84615403	0.20419258	0.96307176						0.41	0.24	0.09	0.04	0.22	12	100																					
"2003-2004"	108.0	2.0	2.0	"OHIO"	"PORTMAN, ROBERT J."	1	2	3.0	1.0	0.33333334	1.0	"OH"	36.0	"3"	1.0	11.0	0.0	1.0	1955-12-19	47.0	0.35360825	26927	0.52359927	0.92290294	0.8334561	0.29026034	0.7295088	0.38059703	0.36507937	0.19574468	0.5441176	0.59006214	0.54	0.19	0.01	0.06	0.2	0	100																					
"2003-2004"	108.0	1.0	4.0	"NORTH C"	"PRICE, DAVID E."	1	1	2.0	1.0	0.5	1.0	"NC"	34.0	"5"	0.0	17.0	0.0	1.0	1940-08-17	62.0	0.5379939	28110	0.5229243	0.71122736	0.8844143	0.4798064	0.8321139	0.2704918	0.44594595	0.20408164	0.75	0.6625	0.69	0.1	0.01	0.05	0.15	100	0																					
"2003-2004"	108.0	2.0	15.0	"OHIO"	"PRYCE, DEBORAH"	1	0	1.0	1.0	1.0	1.0	"OH"	36.0	"3"	1.0	11.0	1.0	1.0	1951-07-29	51.0	0.45625	25298	0.5100302	0.8623548	0.85462934	0.32098508	0.9125002	0.38059703	0.36507937	0.19574468	0.5441176	0.59006214	0.54	0.19	0.01	0.06	0.2	38	45																					
"2003-2004"	108.0	2.0	12.0	"FLORIDA"	"PUTNAM, ADAM H."	0	0	0.0	0.0	0.0	1.0	"FL"	10.0	"5"	1.0	3.0	0.0	1.0	1974-07-31	28.0	0.452	21562	0.5187053	0.78603363	0.7629118	0.16564806	0.8432391	0.3923445	0.3932927	0.274359	0.61662817	0.59574467	0.48	0.26	0.01	0.07	0.18	0	100																					
"2003-2004"	108.0	2.0	27.0	"NEW YOR"	"QUINN, JACK"	1	1	2.0	1.0	0.5	2.0	"NY"	33.0	"2"	1.0	11.0	0.0	1.0	1951-04-13	51.0	0.56627786	21842	0.52500147	0.9086457	0.81255406	0.19931345	0.8154509	0.56880736	0.4726477	0.17092338	0.588551	0.7051282	0.3	0.38	0.0	0.12	0.19	0	100																					
"2003-2004"	108.0	2.0	19.0	"CALIFOR"	"RADANOVICH, GEORGE"	0	0	0.0	0.0	0.0	2.0	"CA"	5.0	"9"	1.0	9.0	0.0	1.0	1955-06-20	47.0	0.4024768	21822	0.5218819	0.705879	0.767723	0.20260414	0.8058156	0.56766915	0.37880987	0.23116884	0.63414633	0.67287785	0.33	0.32	0.02	0.08	0.25	0	100																					
"2003-2004"	108.0	1.0	3.0	"WEST VI"	"RAHALL, NICK JOE"	2	1	3.0	1.0	0.6666667	1.0	"WV"	49.0	"5"	0.0	27.0	0.0	1.0	1949-05-20	53.0	0.5173469	17998	0.5235451	0.9435264	0.693973	0.1203828	0.38358992	0.3943662	0.19607843	0.265625	0.75	0.6458333	0.67	0.08	0.0	0.04	0.19	62	91																					
"2003-2004"	108.0	2.0	3.0	"MINNESO"	"RAMSTAD, JIM"	0	0	0.0	0.0	0.0	1.0	"MN"	24.0	"4"	1.0	13.0	0.0	1.0	1946-05-06	56.0	0.47966632	32249	0.5200648	0.89589566	0.9404753	0.4006635	0.9584539	0.3605442	0.30081302	0.18466899	0.52459013	0.60897434	0.51	0.25	0.01	0.03	0.2	38	55																					
"2003-2004"	108.0	1.0	15.0	"NEW YOR"	"RANGEL, CHARLES"	1	1	2.0	1.0	0.5	2.0	"NY"	33.0	"2"	0.0	33.0	0.0	0.0	1930-06-11	72.0	0.93010753	20949	0.5336618	0.28223366	0.6305726	0.25000358	1.0	0.56880736	0.4726477	0.17092338	0.588551	0.7051282	0.3	0.38	0.0	0.12	0.19	88	0																					
"2003-2004"	108.0	2.0	16.0	"OHIO"	"REGULA, RALPH S."	1	2	3.0	1.0	0.33333334	1.0	"OH"	36.0	"3"	1.0	31.0	0.0	1.0	1924-12-03	78.0	0.44258872	23004	0.525784	0.9294636	0.83851796	0.19229081	0.73575175	0.38059703	0.36507937	0.19574468	0.5441176	0.59006214	0.54	0.19	0.01	0.06	0.2	0	100																					
"2003-2004"	108.0	1.0	1.0	"MONTANA"	"REHBERG, DENNIS R."	2	1	3.0	1.0	0.6666667	1.0	"MT"	27.0	"8"	0.0	3.0	0.0	1.0	1955-10-05	47.0	0.36263737	17232	0.50741315	0.9062387	0.8715389	0.24370249	0.54031						0.48	0.22	0.03	0.03	0.24	0	100																					
"2003-2004"	108.0	2.0	1.0	"ARIZONA"	"RENZI, RICK"	7	5	12.0	1.0	0.5833333	2.0	"AZ"	3.0	"8"	1.0	1.0	0.0	1.0	1958-06-11	44.0	0.47395834	18355	0.4961458	0.65828955	0.7732568	0.17534749	0.5547631	0.51141554	0.23188406	0.2767857	0.6869565	0.664	0.36	0.29	0.06	0.06	0.22	0	100																					
"2003-2004"	108.0	1.0	16.0	"TEXAS"	"REYES, SILVESTRE"	2	1	3.0	1.0	0.6666667	2.0	"TX"	44.0	"7"	0.0	7.0	0.0	0.0	1944-11-10	58.0	0.593	16834	0.5323484	0.7408375	0.6638954	0.1702669	0.9825741	0.36551723	0.32517484	0.2549923	0.58533335	0.5652174	0.52	0.28	0.01	0.03	0.15	100	36																					
"2003-2004"	108.0	2.0	26.0	"NEW YOR"	"REYNOLDS, THOMAS M."	1	3	4.0	1.0	0.25	1.0	"NY"	33.0	"2"	1.0	5.0	0.0	1.0	1950-09-03	52.0	0.46736842	24047	0.51772493	0.93332547	0.85728616	0.2552321	0.7119844	0.56880736	0.4726477	0.17092338	0.588551	0.7051282	0.3	0.38	0.0	0.12	0.19	0	100																					
"2003-2004"	108.0	1.0	28.0	"TEXAS"	"RODRIGUEZ, CIRO D."	1	0	1.0	1.0	1.0	2.0	"TX"	44.0	"7"	0.0	7.0	0.0	0.0	1946-12-09	56.0	0.592	16283	0.5245388	0.6723819	0.61123437	0.09797446	0.75880516	0.36551723	0.32517484	0.2549923	0.58533335	0.5652174	0.52	0.28	0.01	0.03	0.15	88	0																					
"2003-2004"	108.0	2.0	5.0	"KENTUCK"	"ROGERS, HAROLD D."	1	2	3.0	1.0	0.33333334	1.0	"KY"	18.0	"6"	1.0	23.0	0.0	1.0	1937-12-31	65.0	0.4249493	16720	0.5169598	0.9750406	0.5920083	0.09554176	0.21267743	0.2		0.0	0.8125	0.6	0.61	0.14	0.01	0.05	0.19	0	100																					
"2003-2004"	108.0	2.0	8.0	"MICHIGA"	"ROGERS, MICHAEL"	1	1	2.0	1.0	0.5	1.0	"MI"	23.0	"3"	1.0	3.0	0.0	1.0	1963-06-02	39.0	0.47942388	26792	0.5145896	0.8941087	0.89453626	0.2897162	0.6999769	0.38826185	0.33618233	0.23383084	0.64835167	0.6156863	0.53	0.23	0.01	0.06	0.19	0	100																					
"2003-2004"	108.0	2.0	3.0	"ALABAMA"	"ROGERS, MIKE"	1	2	3.0	1.0	0.33333334	1.0	"AL"	1.0	"6"	1.0	1.0	0.0	1.0	1958-07-16	44.0	0.46361747	19641	0.5284369	0.65513223	0.71906245	0.16671312	0.5332607	0.29707113	0.5	0.31400967	0.5483871	0.53435117	0.69	0.13	0.02	0.04	0.12	0	100																					
"2003-2004"	108.0	2.0	46.0	"CALIFOR"	"ROHRABACHER, DANA"	0	0	0.0	0.0	0.0	1.0	"CA"	5.0	"9"	1.0	15.0	0.0	1.0	1947-06-21	55.0	0.43212435	31847	0.50827014	0.7066743	0.86655754	0.36447358	0.9991271	0.56766915	0.37880987	0.23116884	0.63414633	0.67287785	0.33	0.32	0.02	0.08	0.25	0	100																					
"2003-2004"	108.0	2.0	18.0	"FLORIDA"	"ROS-LEHTINEN, ILEANA"	2	0	2.0	1.0	1.0	2.0	"FL"	10.0	"5"	1.0	14.0	1.0	0.0	1952-07-15	50.0	0.432	20165	0.51110816	0.84011644	0.6714544	0.25570905	0.9906073	0.3923445	0.3932927	0.274359	0.61662817	0.59574467	0.48	0.26	0.01	0.07	0.18	12	100																					
"2003-2004"	108.0	1.0	4.0	"ARKANSA"	"ROSS, MIKE"	1	1	2.0	1.0	0.5	1.0	"AR"	4.0	"7"	0.0	3.0	0.0	1.0	1961-08-02	41.0	0.50410676	18402	0.52198976	0.72129875	0.7272907	0.13311933	0.44683036	0.32520324	0.41666666	0.40816328	0.6825397	0.57894737	0.73	0.07	0.01	0.02	0.17	88	64																					
"2003-2004"	108.0	1.0	9.0	"NEW JER"	"ROTHMAN, STEVEN R."	1	1	2.0	1.0	0.5	4.0	"NJ"	31.0	"2"	0.0	7.0	0.0	1.0	1952-10-14	50.0	0.6508754	31134	0.52758694	0.7126122	0.80550396	0.29540953	1.0	0.5555556	0.37719297	0.16475096	0.5729927	0.70714283	0.31	0.37	0.02	0.09	0.2	100	0																					
"2003-2004"	108.0	1.0	34.0	"CALIFOR"	"ROYBAL-ALLARD, LUCILLE"	2	2	4.0	1.0	0.5	2.0	"CA"	5.0	"9"	0.0	11.0	1.0	0.0	1941-06-12	61.0	0.7372709	16030	0.49164322	0.41454932	0.46253496	0.08684721	1.0	0.56766915	0.37880987	0.23116884	0.63414633	0.67287785	0.33	0.32	0.02	0.08	0.25	88	0																					
"2003-2004"	108.0	2.0	40.0	"CALIFOR"	"ROYCE, EDWARD R."	0	0	0.0	0.0	0.0	2.0	"CA"	5.0	"9"	1.0	11.0	0.0	1.0	1951-10-12	51.0	0.41975307	26576	0.5129891	0.6268611	0.79932535	0.26374885	1.0	0.56766915	0.37880987	0.23116884	0.63414633	0.67287785	0.33	0.32	0.02	0.08	0.25	0	100																					
"2003-2004"	108.0	1.0	2.0	"MARYLAN"	"RUPPERSBERGER, C.A. DUTCH"	1	1	2.0	1.0	0.5	1.0	"MD"	21.0	"5"	0.0	1.0	0.0	1.0	1946-01-30	56.0	0.58196723	27018	0.53777033	0.67212987	0.79814094	0.20340562	0.98347294	0.5591398	0.40397352	0.17159763	0.62827224	0.7425743	0.5	0.22	0.03	0.07	0.18	100	18																					
"2003-2004"	108.0	1.0	1.0	"ILLINOI"	"RUSH, BOBBY L."	1	4	5.0	1.0	0.2	1.0	"IL"	14.0	"3"	0.0	11.0	0.0	0.0	1946-11-23	56.0	0.84375	24603	0.5559661	0.29666325	0.77462184	0.18726149	1.0	0.44573644	0.4278846	0.2007874	0.66159695	0.6785714	0.46	0.29	0.0	0.06	0.19	100	0																					
"2003-2004"	108.0	2.0	1.0	"WISCONS"	"RYAN, PAUL D."	1	1	2.0	1.0	0.5	2.0	"WI"	50.0	"3"	1.0	5.0	0.0	1.0	1970-01-29	32.0	0.469	26641	0.51151174	0.90161985	0.8540049	0.21504036	0.8437897	0.37906137	0.27542374	0.15969582	0.47517732	0.7092199	0.5	0.28	0.0	0.02	0.2	0	100																					
"2003-2004"	108.0	1.0	17.0	"OHIO"	"RYAN, TIM"	0	0	0.0	0.0	0.0	2.0	"OH"	36.0	"3"	0.0	1.0	0.0	1.0	1973-07-16	29.0	0.631139	21702	0.5246388	0.8531562	0.8216132	0.15837777	0.8432564	0.38059703	0.36507937	0.19574468	0.5441176	0.59006214	0.54	0.19	0.01	0.06	0.2	88	73																					
"2003-2004"	108.0	2.0	2.0	"KANSAS"	"RYUN, JAMES R."	2	2	4.0	1.0	0.5	1.0	"KS"	17.0	"4"	1.0	7.0	0.0	1.0	1947-04-29	55.0	0.42992625	20739	0.5085586	0.8905284	0.8693507	0.23192303	0.59813297	0.45360824	0.18987341	0.18888889	0.6831683	0.39240506	0.5	0.2	0.02	0.08	0.2	0	91																					
"2003-2004"	108.0	1.0	5.0	"MINNESO"	"SABO, MARTIN OLAV"	2	0	2.0	1.0	1.0	1.0	"MN"	24.0	"4"	0.0	25.0	0.0	1.0	1938-02-28	64.0	0.6848419	25556	0.5103091	0.735323	0.87014496	0.34857145	1.0	0.3605442	0.30081302	0.18466899	0.52459013	0.60897434	0.51	0.25	0.01	0.03	0.2	100	0																					
"2003-2004"	108.0	1.0	39.0	"CALIFOR"	"SANCHEZ, LINDA T."	0	0	0.0	0.0	0.0	2.0	"CA"	5.0	"9"	0.0	1.0	1.0	1.0	1969-01-28	33.0	0.6373851	21577	0.5163479	0.44707745	0.6285047	0.1469488	1.0	0.56766915	0.37880987	0.23116884	0.63414633	0.67287785	0.33	0.32	0.02	0.08	0.25	88	0																					
"2003-2004"	108.0	1.0	47.0	"CALIFOR"	"SANCHEZ, LORETTA"	0	0	0.0	0.0	0.0	2.0	"CA"	5.0	"9"	0.0	7.0	1.0	0.0	1960-01-07	43.0	0.5760981	17278	0.4871954	0.4350997	0.5042608	0.10039912	1.0	0.56766915	0.37880987	0.23116884	0.63414633	0.67287785	0.33	0.32	0.02	0.08	0.25	88	0																					
"2003-2004"	108.0	3.0	1.0	"VERMONT"	"SANDERS, BERNARD"	2	2	4.0	1.0	0.5	4.0	"VT"	46.0	"1"	0.0	13.0	0.0	1.0	1941-09-08	61.0	0.5543478	21497	0.5173204	0.96716475	0.8641938	0.2944538	0.381964						0.29	0.38	0.0	0.02	0.3	100	18																					
"2003-2004"	108.0	1.0	1.0	"TEXAS"	"SANDLIN, MAX A., JR."	2	2	4.0	1.0	0.5	1.0	"TX"	44.0	"7"	0.0	7.0	0.0	1.0	1952-09-29	50.0	0.359	19168	0.5196854	0.77824163	0.748088	0.1479474	0.5085441	0.36551723	0.32517484	0.2549923	0.58533335	0.5652174	0.52	0.28	0.01	0.03	0.15	100	18																					
"2003-2004"	108.0	2.0	3.0	"NEW JER"	"SAXTON, H. JAMES"	1	1	2.0	1.0	0.5	1.0	"NJ"	31.0	"2"	1.0	19.0	0.0	1.0	1943-01-22	59.0	0.55314755	30472	0.52335376	0.85554457	0.8634643	0.27241495	0.9618137	0.5555556	0.37719297	0.16475096	0.5729927	0.70714283	0.31	0.37	0.02	0.09	0.2	25	100																					
"2003-2004"	108.0	1.0	9.0	"ILLINOI"	"SCHAKOWSKY, JANICE D. (JAN)"	2	1	3.0	1.0	0.6666667	4.0	"IL"	14.0	"3"	0.0	5.0	0.0	1.0	1944-05-26	58.0	0.6863544	27360	0.52280253	0.6858817	0.839587	0.3958478	1.0	0.44573644	0.4278846	0.2007874	0.66159695	0.6785714	0.46	0.29	0.0	0.06	0.19	100	0																					
"2003-2004"	108.0	1.0	29.0	"CALIFOR"	"SCHIFF, ADAM"	1	0	1.0	1.0	1.0	4.0	"CA"	5.0	"9"	0.0	3.0	0.0	1.0	1960-06-20	42.0	0.6012461	25617	0.5311651	0.5102168	0.7839508	0.33369276	0.9938754	0.56766915	0.37880987	0.23116884	0.63414633	0.67287785	0.33	0.32	0.02	0.08	0.25	100	0																					
"2003-2004"	108.0	2.0	2.0	"VIRGINI"	"SCHROCK, EDWARD"	0	1	1.0	0.0	0.0	1.0	"VA"	47.0	"5"	1.0	3.0	0.0	1.0	1941-04-06	61.0	0.4385246	22391	0.4951462	0.69280833	0.87472194	0.25451916	0.9165608	0.46741155	0.3363431	0.2874494	0.54264975	0.6042403	0.61	0.14	0.01	0.06	0.17	0	100																					
"2003-2004"	108.0	1.0	13.0	"GEORGIA"	"SCOTT, DAVID"	2	0	2.0	1.0	1.0	1.0	"GA"	11.0	"5"	0.0	1.0	0.0	1.0	1945-06-27	57.0	0.58018386	24771	0.5196049	0.47167698	0.7779802	0.19377208	0.92101526	0.34615386	0.44727272	0.2524272	0.62702703	0.6315789	0.69	0.08	0.02	0.05	0.16	100	18																					
"2003-2004"	108.0	1.0	3.0	"VIRGINI"	"SCOTT, ROBERT C."	0	0	0.0	0.0	0.0	1.0	"VA"	47.0	"5"	0.0	11.0	0.0	0.0	1947-04-30	55.0	0.67107946	20067	0.5349431	0.3858168	0.7510992	0.17191768	0.9219713	0.46741155	0.3363431	0.2874494	0.54264975	0.6042403	0.61	0.14	0.01	0.06	0.17	100	0																					
