year	congress	party	district	statenam	name	ngirls	nboys	totchi	anygirls	propgirls	rgroup	statabb	statalph	region	repub	srvlng	female	white	bday	age	demvote	medinc	perf	perw	perhs	percol	perur	alabort	moreserv	moredef	morecrimesp	protgay	dr1per	dr2per	dr3per	dr4per	dr5per	aauw	rtl	nowtot	now1	now2	now3	now4	now5	now6	now7	now8	now9	now10	now11	now12	now13	now14	now15	now16	now17	now18	now19	now20
"2003-2004"	108.0	2.0	8.0	"ARIZONA"	"KOLBE, JIM"	0	0	0.0	0.0	0.0	1.0	"AZ"	3.0	"8"	1.0	19.0	0.0	1.0	1942-06-28	60.0	0.48012552	22220	0.51720095	0.83531505	0.88537437	0.3063716	0.87306046	0.51141554	0.23188406	0.2767857	0.6869565	0.664	0.36	0.29	0.06	0.06	0.22	50	9																					
"2003-2004"	108.0	1.0	10.0	"OHIO"	"KUCINICH, DENNIS J."	1	0	1.0	1.0	1.0	2.0	"OH"	36.0	"3"	0.0	7.0	0.0	1.0	1946-10-08	56.0	0.5589474	26126	0.53032744	0.8942176	0.8267659	0.23253272	0.9942536	0.38059703	0.36507937	0.19574468	0.5441176	0.59006214	0.54	0.19	0.01	0.06	0.2	74	22																					
"2003-2004"	108.0	2.0	18.0	"ILLINOI"	"LAHOOD, RAY"	2	2	4.0	1.0	0.5	2.0	"IL"	14.0	"3"	1.0	9.0	0.0	1.0	1945-12-06	57.0	0.44615385	22660	0.52063715	0.90882516	0.84540707	0.20652877	0.6795322	0.44573644	0.4278846	0.2007874	0.66159695	0.6785714	0.46	0.29	0.0	0.06	0.19	12	100																					
"2003-2004"	108.0	1.0	9.0	"TEXAS"	"LAMPSON, NICHOLAS U."	2	0	2.0	1.0	1.0	2.0	"TX"	44.0	"7"	0.0	7.0	0.0	1.0	1945-02-14	57.0	0.447	25063	0.5070765	0.67683554	0.8088862	0.20887418	0.9979358	0.36551723	0.32517484	0.2549923	0.58533335	0.5652174	0.52	0.28	0.01	0.03	0.15	100	27																					
"2003-2004"	108.0	1.0	2.0	"RHODE I"	"LANGEVIN, JAMES R."	0	0	0.0	0.0	0.0	2.0	"RI"	40.0	"1"	0.0	3.0	0.0	1.0	1964-04-22	38.0	0.64301074	24603	0.52812654	0.8432221	0.7964814	0.25159577	0.8633755						0.24	0.51	0.02	0.04	0.19	75	73																					
"2003-2004"	108.0	1.0	12.0	"CALIFOR"	"LANTOS, TOM"	2	0	2.0	1.0	1.0	4.0	"CA"	5.0	"9"	0.0	23.0	0.0	1.0	1928-02-01	74.0	0.7002096	35344	0.51931894	0.5532025	0.87320715	0.4065924	0.9991685	0.56766915	0.37880987	0.23116884	0.63414633	0.67287785	0.33	0.32	0.02	0.08	0.25	88	0																					
"2003-2004"	108.0	1.0	2.0	"WASHING"	"LARSEN, RICK"	0	2	2.0	0.0	0.0	1.0	"WA"	48.0	"9"	0.0	3.0	0.0	1.0	1965-06-15	37.0	0.5079872	24242	0.5064686	0.8787207	0.8727932	0.2240243	0.69366735	0.5913978	0.26923078	0.20555556	0.52910054	0.7079646	0.39	0.2	0.04	0.05	0.31	100	9																					
"2003-2004"	108.0	1.0	1.0	"CONNECT"	"LARSON, JOHN B."	2	1	3.0	1.0	0.6666667	2.0	"CT"	7.0	"1"	0.0	5.0	0.0	1.0	1948-07-12	54.0	0.6502101	30120	0.5354553	0.7498807	0.8215741	0.2823256	0.93415886						0.42	0.32	0.02	0.06	0.18	100	0																					
"2003-2004"	108.0	2.0	4.0	"IOWA"	"LATHAM, TOM"	2	1	3.0	1.0	0.6666667	1.0	"IA"	16.0	"4"	1.0	9.0	0.0	1.0	1948-07-14	54.0	0.49586776	20542	0.5130424	0.95753324	0.8670946	0.20434745	0.50512296	0.375	0.32	0.17948718	0.52272725	0.65217394	0.52	0.23	0.0	0.06	0.18	0	100																					
"2003-2004"	108.0	2.0	14.0	"OHIO"	"LATOURETTE, STEVEN C."	3	1	4.0	1.0	0.75	1.0	"OH"	36.0	"3"	1.0	9.0	0.0	1.0	1954-07-22	48.0	0.45833334	27376	0.5212348	0.9483521	0.8716429	0.27082846	0.7410756	0.38059703	0.36507937	0.19574468	0.5441176	0.59006214	0.54	0.19	0.01	0.06	0.2	0	100																					
"2003-2004"	108.0	2.0	2.0	"IOWA"	"LEACH, JAMES"	1	1	2.0	1.0	0.5	1.0	"IA"	16.0	"4"	1.0	27.0	0.0	1.0	1942-10-15	60.0	0.55543935	21721	0.5148092	0.93818784	0.8748725	0.2503829	0.6600785	0.375	0.32	0.17948718	0.52272725	0.65217394	0.52	0.23	0.0	0.06	0.18	62	50																					
"2003-2004"	108.0	1.0	9.0	"CALIFOR"	"LEE, BARBARA"	0	2	2.0	0.0	0.0	1.0	"CA"	5.0	"9"	0.0	5.0	1.0	0.0	1946-07-16	56.0	0.85418934	26964	0.5245985	0.42039737	0.7963721	0.37397346	0.9989694	0.56766915	0.37880987	0.23116884	0.63414633	0.67287785	0.33	0.32	0.02	0.08	0.25	100	0																					
"2003-2004"	108.0	1.0	18.0	"TEXAS"	"LEE, SHEILA JACKSON"	1	1	2.0	1.0	0.5	1.0	"TX"	44.0	"7"	0.0	9.0	1.0	0.0	1950-01-12	53.0	0.745	20588	0.50711995	0.36870778	0.65572035	0.18209432	0.9985486	0.36551723	0.32517484	0.2549923	0.58533335	0.5652174	0.52	0.28	0.01	0.03	0.15	100	0																					
"2003-2004"	108.0	1.0	12.0	"MICHIGA"	"LEVIN, SANDER M."	2	2	4.0	1.0	0.5	4.0	"MI"	23.0	"3"	0.0	21.0	0.0	1.0	1931-09-06	71.0	0.62206334	28672	0.5288893	0.8244383	0.8144011	0.19539908	1.0	0.38826185	0.33618233	0.23383084	0.64835167	0.6156863	0.53	0.23	0.01	0.06	0.19	100	0																					
"2003-2004"	108.0	2.0	41.0	"CALIFOR"	"LEWIS, JERRY"	2	5	7.0	1.0	0.2857143	1.0	"CA"	5.0	"9"	1.0	25.0	0.0	1.0	1934-10-21	68.0	0.42197126	22340	0.5135196	0.7360169	0.8016827	0.18105562	0.8937642	0.56766915	0.37880987	0.23116884	0.63414633	0.67287785	0.33	0.32	0.02	0.08	0.25	12	91																					
"2003-2004"	108.0	1.0	5.0	"GEORGIA"	"LEWIS, JOHN"	0	1	1.0	0.0	0.0	1.0	"GA"	11.0	"5"	0.0	17.0	0.0	0.0	1940-02-21	62.0	0.71036583	25088	0.5111286	0.37232372	0.8079476	0.37302658	0.99544644	0.34615386	0.44727272	0.2524272	0.62702703	0.6315789	0.69	0.08	0.02	0.05	0.16	100	0																					
"2003-2004"	108.0	2.0	2.0	"KENTUCK"	"LEWIS, RON"	1	1	2.0	1.0	0.5	1.0	"KY"	18.0	"6"	1.0	9.0	0.0	1.0	1946-09-14	56.0	0.37169042	20667	0.5148338	0.91572356	0.75493264	0.13910104	0.47215468	0.2		0.0	0.8125	0.6	0.61	0.14	0.01	0.05	0.19	0	100																					
"2003-2004"	108.0	2.0	7.0	"GEORGIA"	"LINDER, JOHN"	1	1	2.0	1.0	0.5	1.0	"GA"	11.0	"5"	1.0	11.0	0.0	1.0	1942-09-09	60.0	0.27966976	31162	0.5068684	0.84998196	0.86843044	0.31865174	0.8589444	0.34615386	0.44727272	0.2524272	0.62702703	0.6315789	0.69	0.08	0.02	0.05	0.16	0	100																					
"2003-2004"	108.0	1.0	3.0	"ILLINOI"	"LIPINSKI, WILLIAM O."	1	1	2.0	1.0	0.5	2.0	"IL"	14.0	"3"	0.0	21.0	0.0	1.0	1937-12-22	65.0	0.5899795	27343	0.5246938	0.77734	0.77274424	0.20457104	0.9999189	0.44573644	0.4278846	0.2007874	0.66159695	0.6785714	0.46	0.29	0.0	0.06	0.19	12	89																					
"2003-2004"	108.0	2.0	2.0	"NEW JER"	"LOBIONDO, FRANK"	2	0	2.0	1.0	1.0	2.0	"NJ"	31.0	"2"	1.0	9.0	0.0	1.0	1946-05-12	56.0	0.55991733	25168	0.51888806	0.755327	0.7763736	0.17909381	0.7901712	0.5555556	0.37719297	0.16475096	0.5729927	0.70714283	0.31	0.37	0.02	0.09	0.2	25	100																					
"2003-2004"	108.0	1.0	16.0	"CALIFOR"	"LOFGREN, ZOE"	1	1	2.0	1.0	0.5	0.0	"CA"	5.0	"9"	0.0	9.0	1.0	1.0	1947-12-21	55.0	0.6574074	29596	0.49153873	0.45511302	0.73811555	0.2693191	0.9867352	0.56766915	0.37880987	0.23116884	0.63414633	0.67287785	0.33	0.32	0.02	0.08	0.25	88	0																					
"2003-2004"	108.0	1.0	18.0	"NEW YOR"	"LOWEY, NITA M."	2	1	3.0	1.0	0.6666667	4.0	"NY"	33.0	"2"	0.0	15.0	1.0	1.0	1937-07-05	65.0	0.60144925	36252	0.5320679	0.74800515	0.84328693	0.43832535	0.9929295	0.56880736	0.4726477	0.17092338	0.588551	0.7051282	0.3	0.38	0.0	0.12	0.19	100	0																					
"2003-2004"	108.0	2.0	3.0	"OKLAHOM"	"LUCAS, FRANK D."	2	1	3.0	1.0	0.6666667	1.0	"OK"	37.0	"7"	1.0	9.0	0.0	1.0	1960-01-06	43.0	0.34175935	18221	0.5078067	0.829242	0.8051533	0.1805142	0.50664645	0.2857143	0.0	0.14285715	0.5714286	0.71428573	0.71	0.07	0.0	0.03	0.19	0	100																					
"2003-2004"	108.0	1.0	4.0	"KENTUCK"	"LUCAS, KENNETH R."	2	3	5.0	1.0	0.4	1.0	"KY"	18.0	"6"	0.0	5.0	0.0	1.0	1933-08-22	69.0	0.37807378	23182	0.5148469	0.9565793	0.7740239	0.17468183	0.59724265	0.2		0.0	0.8125	0.6	0.61	0.14	0.01	0.05	0.19	25	91																					
"2003-2004"	108.0	1.0	9.0	"MASSACH"	"LYNCH, STEPHEN F."	1	0	1.0	1.0	1.0	2.0	"MA"	22.0	"1"	0.0	1.0	0.0	1.0	1955-03-31	47.0	0.64124596	30833	0.53056604	0.8137529	0.869244	0.33772478	0.9837989	0.58878505	0.40677965	0.17073171	0.6711111	0.7659575	0.24	0.44	0.01	0.08	0.23	88	64																					
"2003-2004"	108.0	1.0	4.0	"GEORGIA"	"MAJETTE, DENISE L."	0	2	2.0	0.0	0.0	1.0	"GA"	11.0	"5"	0.0	1.0	1.0	0.0	1955-05-18	47.0	0.70714283	26420	0.5240633	0.35867667	0.85404533	0.35896075	0.99575645	0.34615386	0.44727272	0.2524272	0.62702703	0.6315789	0.69	0.08	0.02	0.05	0.16	88	0																					
"2003-2004"	108.0	1.0	14.0	"NEW YOR"	"MALONEY, CAROLYN B."	2	0	2.0	1.0	1.0	1.0	"NY"	33.0	"2"	0.0	11.0	0.0	1.0	1948-02-19	54.0	0.75053763	40542	0.5363705	0.73267907	0.8659423	0.56914014	1.0	0.56880736	0.4726477	0.17092338	0.588551	0.7051282	0.3	0.38	0.0	0.12	0.19	100	0																					
"2003-2004"	108.0	2.0	16.0	"ILLINOI"	"MANZULLO, DONALD"	2	1	3.0	1.0	0.6666667	1.0	"IL"	14.0	"3"	1.0	11.0	0.0	1.0	1944-03-24	58.0	0.44375646	26102	0.51416594	0.88815653	0.842475	0.21103744	0.7836279	0.44573644	0.4278846	0.2007874	0.66159695	0.6785714	0.46	0.29	0.0	0.06	0.19	0	100																					
"2003-2004"	108.0	1.0	7.0	"MASSACH"	"MARKEY, EDWARD J."	0	0	0.0	0.0	0.0	2.0	"MA"	22.0	"1"	0.0	27.0	0.0	1.0	1946-07-11	56.0	0.68824166	31541	0.53306985	0.8604113	0.87539136	0.39474955	0.9951544	0.58878505	0.40677965	0.17073171	0.6711111	0.7659575	0.24	0.44	0.01	0.08	0.23	100	0																					
"2003-2004"	108.0	1.0	3.0	"GEORGIA"	"MARSHALL, JIM"	1	1	2.0	1.0	0.5	2.0	"GA"	11.0	"5"	0.0	1.0	0.0	1.0	1948-03-31	54.0	0.4767677	20215	0.5177936	0.57048255	0.7064531	0.12825653	0.4876238	0.34615386	0.44727272	0.2524272	0.62702703	0.6315789	0.69	0.08	0.02	0.05	0.16	50	91																					
"2003-2004"	108.0	1.0	2.0	"UTAH"	"MATHESON, JIM"	0	1	1.0	0.0	0.0	3.0	"UT"	45.0	"8"	0.0	3.0	0.0	1.0	1960-03-21	42.0	0.31454918	21581	0.50712574	0.907709	0.89414436	0.30924124	0.84871024	0.45652175	0.5	0.15116279	0.38043478	0.73333335	0.12	0.06	0.57	0.04	0.21	100	55																					
"2003-2004"	108.0	1.0	5.0	"CALIFOR"	"MATSUI, ROBERT TAKEO"	0	1	1.0	0.0	0.0	1.0	"CA"	5.0	"9"	0.0	25.0	0.0	0.0	1941-09-17	61.0	0.6330179	22823	0.5257883	0.50782907	0.77755284	0.21421862	0.997245	0.56766915	0.37880987	0.23116884	0.63414633	0.67287785	0.33	0.32	0.02	0.08	0.25	100	0																					
"2003-2004"	108.0	1.0	4.0	"NEW YOR"	"MCCARTHY, CAROLYN"	0	1	1.0	0.0	0.0	2.0	"NY"	33.0	"2"	0.0	7.0	1.0	1.0	1944-01-05	59.0	0.61157024	31413	0.5330021	0.6883797	0.83335704	0.30981445	1.0	0.56880736	0.4726477	0.17092338	0.588551	0.7051282	0.3	0.38	0.0	0.12	0.19	100	0																					
"2003-2004"	108.0	1.0	5.0	"MISSOUR"	"MCCARTHY, KAREN"	0	0	0.0	0.0	0.0	2.0	"MO"	26.0	"4"	0.0	9.0	1.0	1.0	1947-03-19	55.0	0.6201232	23934	0.5306238	0.6879803	0.82820696	0.2288287	0.96143174	0.4362416	0.26717559	0.23448277	0.6092715	0.64634144	0.56	0.19	0.02	0.02	0.21	100	0																					
"2003-2004"	108.0	1.0	4.0	"MINNESO"	"MCCOLLUM, BETTY"	1	1	2.0	1.0	0.5	2.0	"MN"	24.0	"4"	0.0	3.0	1.0	1.0	1954-07-12	48.0	0.6034115	26600	0.52971953	0.7990197	0.881455	0.33047596	0.99875593	0.3605442	0.30081302	0.18466899	0.52459013	0.60897434	0.51	0.25	0.01	0.03	0.2	100	0																					
"2003-2004"	108.0	2.0	4.0	"LOUISIA"	"MCCRERY, JAMES O."	0	2	2.0	0.0	0.0	1.0	"LA"	19.0	"7"	1.0	16.0	0.0	1.0	1949-09-18	53.0	0.4401228	19882	0.5256345	0.62999123	0.76514053	0.16665287	0.5926929	0.18699187	0.39726028	0.5051546	0.72440946	0.49367088	0.52	0.28	0.0	0.03	0.15	0	100																					
"2003-2004"	108.0	1.0	7.0	"WASHING"	"MCDERMOTT, JIM"	1	1	2.0	1.0	0.5	1.0	"WA"	48.0	"9"	0.0	15.0	0.0	1.0	1936-12-28	66.0	0.7762162	26914	0.50295836	0.69240445	0.88510907	0.44118583	0.9845454	0.5913978	0.26923078	0.20555556	0.52910054	0.7079646	0.39	0.2	0.04	0.05	0.31	100	0																					
"2003-2004"	108.0	1.0	3.0	"MASSACH"	"MCGOVERN, JAMES P."	0	1	1.0	0.0	0.0	2.0	"MA"	22.0	"1"	0.0	7.0	0.0	1.0	1959-11-20	43.0	0.6287554	28776	0.524252	0.88893807	0.8244843	0.3080102	0.9337537	0.58878505	0.40677965	0.17073171	0.6711111	0.7659575	0.24	0.44	0.01	0.08	0.23	100	0																					
"2003-2004"	108.0	2.0	23.0	"NEW YOR"	"MCHUGH, JOHN M."	0	0	0.0	0.0	0.0	2.0	"NY"	33.0	"2"	1.0	11.0	0.0	1.0	1948-09-29	54.0	0.492163	20069	0.49430388	0.9377301	0.7957537	0.15953119	0.34747088	0.56880736	0.4726477	0.17092338	0.588551	0.7051282	0.3	0.38	0.0	0.12	0.19	38	91																					
"2003-2004"	108.0	2.0	3.0	"COLORAD"	"MCINNIS, SCOTT"	2	1	3.0	1.0	0.6666667	2.0	"CO"	6.0	"8"	1.0	11.0	0.0	1.0	1953-04-04	49.0	0.42162162	19944	0.5051331	0.86212885	0.83802646	0.2376078	0.61037046	0.5847953	0.3125	0.20118344	0.52	0.67	0.42	0.23	0.03	0.05	0.27	0	100																					
"2003-2004"	108.0	1.0	7.0	"NORTH C"	"MCINTYRE, MIKE"	0	2	2.0	0.0	0.0	1.0	"NC"	34.0	"5"	0.0	7.0	0.0	1.0	1956-08-06	46.0	0.48036253	20382	0.52077925	0.64426094	0.7564909	0.17803587	0.45076445	0.2704918	0.44594595	0.20408164	0.75	0.6625	0.69	0.1	0.01	0.05	0.15	38	90																					
"2003-2004"	108.0	2.0	25.0	"CALIFOR"	"MCKEON, HOWARD P. (BUCK)"	3	3	6.0	1.0	0.5	3.0	"CA"	5.0	"9"	1.0	11.0	0.0	1.0	1938-09-09	64.0	0.4301848	27320	0.5031097	0.684895	0.80815566	0.18758833	0.88221234	0.56766915	0.37880987	0.23116884	0.63414633	0.67287785	0.33	0.32	0.02	0.08	0.25	0	100																					
"2003-2004"	108.0	1.0	21.0	"NEW YOR"	"MCNULTY, MICHAEL R."	4	0	4.0	1.0	1.0	2.0	"NY"	33.0	"2"	0.0	15.0	0.0	1.0	1947-09-16	55.0	0.5890411	24269	0.528622	0.8705083	0.84076506	0.26955685	0.84331435	0.56880736	0.4726477	0.17092338	0.588551	0.7051282	0.3	0.38	0.0	0.12	0.19	75	82																					
"2003-2004"	108.0	1.0	5.0	"MASSACH"	"MEEHAN, MARTIN T."	0	1	1.0	0.0	0.0	2.0	"MA"	22.0	"1"	0.0	11.0	0.0	1.0	1956-12-30	46.0	0.60883623	30677	0.51981163	0.83459824	0.8355943	0.33588868	0.934593	0.58878505	0.40677965	0.17073171	0.6711111	0.7659575	0.24	0.44	0.01	0.08	0.23	100	0																					
"2003-2004"	108.0	1.0	17.0	"FLORIDA"	"MEEK, KENDRICK B."	1	1	2.0	1.0	0.5	1.0	"FL"	10.0	"5"	0.0	1.0	0.0	0.0	1966-09-06	36.0	0.848	19103	0.5367999	0.33073533	0.66526145	0.13504396	1.0	0.3923445	0.3932927	0.274359	0.61662817	0.59574467	0.48	0.26	0.01	0.07	0.18	100	0																					
"2003-2004"	108.0	1.0	6.0	"NEW YOR"	"MEEKS, GREGORY W."	3	0	3.0	1.0	1.0	1.0	"NY"	33.0	"2"	0.0	5.0	0.0	0.0	1953-09-25	49.0	0.89186406	26100	0.5490636	0.18949807	0.7297001	0.17959268	1.0	0.56880736	0.4726477	0.17092338	0.588551	0.7051282	0.3	0.38	0.0	0.12	0.19	75	0																					
"2003-2004"	108.0	1.0	13.0	"NEW JER"	"MENENDEZ, ROBERT"	1	1	2.0	1.0	0.5	2.0	"NJ"	31.0	"2"	0.0	11.0	0.0	0.0	1954-01-01	49.0	0.7430627	22850	0.509275	0.5601138	0.6462834	0.2052728	1.0	0.5555556	0.37719297	0.16475096	0.5729927	0.70714283	0.31	0.37	0.02	0.09	0.2	88	0																					
"2003-2004"	108.0	2.0	7.0	"FLORIDA"	"MICA, JOHN L."	1	1	2.0	1.0	0.5	1.0	"FL"	10.0	"5"	1.0	11.0	0.0	1.0	1943-01-27	59.0	0.461	22216	0.5229828	0.8593438	0.8450546	0.24509524	0.86697906	0.3923445	0.3932927	0.274359	0.61662817	0.59574467	0.48	0.26	0.01	0.07	0.18	0	100																					
"2003-2004"	108.0	1.0	2.0	"MAINE"	"MICHAUD, MICHAEL H."	0	0	0.0	0.0	0.0	2.0	"ME"	20.0	"1"	0.0	1.0	0.0	1.0	1955-01-18	47.0	0.5096774	19558	0.5196258	0.9703135	0.82523745	0.17703266	0.31024215						0.58	0.24	0.02	0.03	0.2	75	64																					
"2003-2004"	108.0	1.0	37.0	"CALIFOR"	"MILLENDER-MCDONALD, JUANITA"	3	1	4.0	1.0	0.75	1.0	"CA"	5.0	"9"	0.0	7.0	1.0	0.0	1938-09-07	64.0	0.77926075	20334	0.52617824	0.30234122	0.635027	0.15241575	1.0	0.56766915	0.37880987	0.23116884	0.63414633	0.67287785	0.33	0.32	0.02	0.08	0.25	75	0																					
"2003-2004"	108.0	1.0	13.0	"NORTH C"	"MILLER, BRAD"	0	0	0.0	0.0	0.0	1.0	"NC"	34.0	"5"	0.0	1.0	0.0	1.0	1953-05-19	49.0	0.49848333	23402	0.51646566	0.6568115	0.8037836	0.27332735	0.73674697	0.2704918	0.44594595	0.20408164	0.75	0.6625	0.69	0.1	0.01	0.05	0.15	100	0																					
"2003-2004"	108.0	2.0	10.0	"MICHIGA"	"MILLER, CANDICE S."	1	0	1.0	1.0	1.0	1.0	"MI"	23.0	"3"	1.0	1.0	0.0	1.0	1954-05-07	48.0	0.45501024	27863	0.5087422	0.94852155	0.8462208	0.1691875	0.66034925	0.38826185	0.33618233	0.23383084	0.64835167	0.6156863	0.53	0.23	0.01	0.06	0.19	0	100																					
"2003-2004"	108.0	2.0	42.0	"CALIFOR"	"MILLER, GARY G."	1	3	4.0	1.0	0.25	1.0	"CA"	5.0	"9"	1.0	5.0	0.0	1.0	1948-10-16	54.0	0.3977505	33689	0.51199305	0.6582012	0.87460685	0.34795418	0.9874408	0.56766915	0.37880987	0.23116884	0.63414633	0.67287785	0.33	0.32	0.02	0.08	0.25	0	100																					
"2003-2004"	108.0	1.0	7.0	"CALIFOR"	"MILLER, GEORGE"	0	2	2.0	0.0	0.0	2.0	"CA"	5.0	"9"	0.0	29.0	0.0	1.0	1945-05-17	57.0	0.6838843	29005	0.510565	0.51805824	0.81403357	0.22393921	0.98719114	0.56766915	0.37880987	0.23116884	0.63414633	0.67287785	0.33	0.32	0.02	0.08	0.25	100	0																					
"2003-2004"	108.0	2.0	1.0	"FLORIDA"	"MILLER, JEFF"	0	2	2.0	0.0	0.0	1.0	"FL"	10.0	"5"	1.0	1.0	0.0	1.0	1959-06-27	43.0	0.311	20308	0.5010813	0.79624456	0.82517034	0.20206213	0.77473783	0.3923445	0.3932927	0.274359	0.61662817	0.59574467	0.48	0.26	0.01	0.07	0.18	0	91																					
"2003-2004"	108.0	1.0	1.0	"WEST VI"	"MOLLOHAN, ALAN B."	1	4	5.0	1.0	0.2	1.0	"WV"	49.0	"5"	0.0	21.0	0.0	1.0	1943-05-14	59.0	0.44214877	17922	0.52171576	0.9624576	0.7941546	0.16280733	0.53689265	0.3943662	0.19607843	0.265625	0.75	0.6458333	0.67	0.08	0.0	0.04	0.19	50	91																					
"2003-2004"	108.0	1.0	3.0	"KANSAS"	"MOORE, DENNIS W."	2	5	7.0	1.0	0.2857143	1.0	"KS"	17.0	"4"	0.0	5.0	0.0	1.0	1945-11-08	57.0	0.4449108	26975	0.5201411	0.826379	0.8987025	0.3907554	0.94657886	0.45360824	0.18987341	0.18888889	0.6831683	0.39240506	0.5	0.2	0.02	0.08	0.2	100	0																					
"2003-2004"	108.0	1.0	8.0	"VIRGINI"	"MORAN, JAMES P., JR."	2	3	5.0	1.0	0.4	2.0	"VA"	47.0	"5"	0.0	13.0	0.0	1.0	1945-05-16	57.0	0.6004184	35572	0.5107948	0.645558	0.87126136	0.53753006	1.0	0.46741155	0.3363431	0.2874494	0.54264975	0.6042403	0.61	0.14	0.01	0.06	0.17	88	0																					
"2003-2004"	108.0	2.0	1.0	"KANSAS"	"MORAN, JERRY"	2	0	2.0	1.0	1.0	1.0	"KS"	17.0	"4"	1.0	7.0	0.0	1.0	1954-05-29	48.0	0.30083856	19448	0.51111805	0.88918996	0.8232138	0.1801498	0.5242846	0.45360824	0.18987341	0.18888889	0.6831683	0.39240506	0.5	0.2	0.02	0.08	0.2	0	91																					
"2003-2004"	108.0	2.0	18.0	"PENNSYL"	"MURPHY, TIM"	1	0	1.0	1.0	1.0	2.0	"PA"	39.0	"2"	1.0	1.0	0.0	1.0	1952-09-12	50.0	0.47454175	26343	0.5298525	0.9581384	0.884627	0.29320908	0.84123313	0.42366412	0.41968912	0.17213115	0.47565544	0.6730769	0.48	0.27	0.01	0.06	0.18	0	100																					
"2003-2004"	108.0	1.0	12.0	"PENNSYL"	"MURTHA, JOHN P."	1	2	3.0	1.0	0.33333334	2.0	"PA"	39.0	"2"	0.0	30.0	0.0	1.0	1932-01-17	71.0	0.55578095	19473	0.5291754	0.9528396	0.80137205	0.13643113	0.6247821	0.42366412	0.41968912	0.17213115	0.47565544	0.6730769	0.48	0.27	0.01	0.06	0.18	38	91																					
"2003-2004"	108.0	2.0	4.0	"COLORAD"	"MUSGRAVE, MARILYN N."	2	2	4.0	1.0	0.5	1.0	"CO"	6.0	"8"	1.0	1.0	1.0	1.0	1949-01-27	53.0	0.38995728	21434	0.5002737	0.8700248	0.8530061	0.28746766	0.75136966	0.5847953	0.3125	0.20118344	0.52	0.67	0.42	0.23	0.03	0.05	0.27	0	91																					
"2003-2004"	108.0	2.0	9.0	"NORTH C"	"MYRICK, SUE"	3	2	5.0	1.0	0.6	1.0	"NC"	34.0	"5"	1.0	9.0	1.0	1.0	1941-08-01	61.0	0.3669355	30004	0.51956385	0.84727895	0.8631072	0.35904324	0.84191513	0.2704918	0.44594595	0.20408164	0.75	0.6625	0.69	0.1	0.01	0.05	0.15	0	100																					
"2003-2004"	108.0	2.0	11.0	"MICHIGA"	"McCOTTER, THADDEUS G."	1	2	3.0	1.0	0.33333334	2.0	"MI"	23.0	"3"	1.0	1.0	0.0	1.0	1965-08-22	37.0	0.47959185	32171	0.5171659	0.90866333	0.8795914	0.28519475	0.96995646	0.38826185	0.33618233	0.23383084	0.64835167	0.6156863	0.53	0.23	0.01	0.06	0.19	0	100																					
"2003-2004"	108.0	1.0	8.0	"NEW YOR"	"NADLER, JERROLD"	0	1	1.0	0.0	0.0	4.0	"NY"	33.0	"2"	0.0	11.0	0.0	1.0	1947-06-13	55.0	0.80479825	35134	0.5134632	0.7462292	0.81820625	0.47800937	1.0	0.56880736	0.4726477	0.17092338	0.588551	0.7051282	0.3	0.38	0.0	0.12	0.19	100	0																					
"2003-2004"	108.0	1.0	38.0	"CALIFOR"	"NAPOLITANO, GRACE F."	2	3	5.0	1.0	0.4	2.0	"CA"	5.0	"9"	0.0	5.0	1.0	0.0	1936-12-04	66.0	0.7153061	20226	0.5105321	0.43423313	0.5842407	0.12514779	1.0	0.56766915	0.37880987	0.23116884	0.63414633	0.67287785	0.33	0.32	0.02	0.08	0.25	100	0																					
"2003-2004"	108.0	1.0	2.0	"MASSACH"	"NEAL, RICHARD E."	1	3	4.0	1.0	0.25	2.0	"MA"	22.0	"1"	0.0	15.0	0.0	1.0	1949-02-14	53.0	0.6259459	26399	0.53453135	0.8538689	0.81857574	0.23134644	0.8477675	0.58878505	0.40677965	0.17073171	0.6711111	0.7659575	0.24	0.44	0.01	0.08	0.23	100	27																					
"2003-2004"	108.0	2.0	5.0	"WASHING"	"NETHERCUTT, GEORGE R."	1	1	2.0	1.0	0.5	1.0	"WA"	48.0	"9"	1.0	9.0	0.0	1.0	1944-10-07	58.0	0.41535226	19590	0.51229435	0.8961943	0.8711363	0.23750214	0.71892786	0.5913978	0.26923078	0.20555556	0.52910054	0.7079646	0.39	0.2	0.04	0.05	0.31	0	100																					
"2003-2004"	108.0	2.0	19.0	"TEXAS"	"NEUGEBAUER, RANDY"	0	2	2.0	0.0	0.0	1.0	"TX"	44.0	"7"	1.0	1.0	0.0	1.0	1949-12-24	53.0	0.245	18512	0.518523	0.7509784	0.73075193	0.18695314	0.7396372	0.36551723	0.32517484	0.2549923	0.58533335	0.5652174	0.52	0.28	0.01	0.03	0.15	0	100																					
"2003-2004"	108.0	2.0	18.0	"OHIO"	"NEY, ROBERT WILLIAM (BOB)"	1	1	2.0	1.0	0.5	2.0	"OH"	36.0	"3"	1.0	9.0	0.0	1.0	1954-07-05	48.0	0.42544317	20721	0.51770437	0.9617528	0.7754211	0.113084584	0.43323687	0.38059703	0.36507937	0.19574468	0.5441176	0.59006214	0.54	0.19	0.01	0.06	0.2	12	100																					
